[18:14:24.961] POST /log
HEADERS: X-LogBytes-BeginOffset=0; X-LogBytes-EndOffset=118; X-Tick-Start=336; X-Tick-End=336; X-SteamID=[A:1:2404786178:50561]; X-Server-Addr=186.104.70.128:27015; X-Timestamp=07/17/2026 - 18:14:24.267; X-Server-Instance-Token=7be6ded70c65df71; X-Game-Map=ar_pool_day; X-Game-State=Warmup; X-Game-TeamCT=CT; X-Game-ScoreCT=0; X-Game-TeamT=T; X-Game-ScoreT=0; Content-Length=118; Content-Type=text/plain; Accept=text/html,*/*;q=0.9; Accept-Charset=ISO-8859-1,utf-8,*;q=0.7; Accept-Encoding=gzip,identity,*;q=0; Host=127.0.0.1:9090; User-Agent=Valve/Steam HTTP Client 1.0 (730)
BODY:
07/17/2026 - 18:14:24.251 - rcon from "192.168.1.128:1278": command "logaddress_add_http "http://127.0.0.1:9090/log""

---
[18:14:25.055] POST /log
HEADERS: X-LogBytes-BeginOffset=118; X-LogBytes-EndOffset=271; X-Tick-Start=339; X-Tick-End=340; X-SteamID=[A:1:2404786178:50561]; X-Server-Addr=186.104.70.128:27015; X-Timestamp=07/17/2026 - 18:14:24.392; X-Server-Instance-Token=7be6ded70c65df71; X-Game-Map=ar_pool_day; X-Game-State=Warmup; X-Game-TeamCT=CT; X-Game-ScoreCT=0; X-Game-TeamT=T; X-Game-ScoreT=0; Content-Length=153; Content-Type=text/plain; Accept=text/html,*/*;q=0.9; Accept-Charset=ISO-8859-1,utf-8,*;q=0.7; Accept-Encoding=gzip,identity,*;q=0; Host=127.0.0.1:9090; User-Agent=Valve/Steam HTTP Client 1.0 (730)
BODY:
07/17/2026 - 18:14:24.314 - rcon from "192.168.1.128:1280": command "say HLSW-paso0-test"
07/17/2026 - 18:14:24.329 - "Console<0>" say "HLSW-paso0-test"

---
[18:14:40.975] POST /log
HEADERS: X-LogBytes-BeginOffset=0; X-LogBytes-EndOffset=13381; X-Tick-Start=71; X-Tick-End=71; X-SteamID=[A:1:2404786178:50561]; X-Server-Addr=186.104.70.128:27015; X-Timestamp=07/17/2026 - 18:14:40.119; X-Server-Instance-Token=7be6ded70c65df71; X-Game-Map=ar_pool_day; X-Game-State=Warmup; X-Game-TeamCT=CT; X-Game-ScoreCT=0; X-Game-TeamT=T; X-Game-ScoreT=0; Content-Length=13381; Content-Type=text/plain; Accept=text/html,*/*;q=0.9; Accept-Charset=ISO-8859-1,utf-8,*;q=0.7; Accept-Encoding=gzip,identity,*;q=0; Host=127.0.0.1:9090; User-Agent=Valve/Steam HTTP Client 1.0 (730)
BODY:
07/17/2026 - 18:14:40.023 - [META] Loaded 0 plugins (2 already loaded)
07/17/2026 - 18:14:40.023 - Loading map "ar_pool_day"
07/17/2026 - 18:14:40.023 - server cvars start
07/17/2026 - 18:14:40.023 - "tv_relaypassword" = ""
07/17/2026 - 18:14:40.023 - "tv_password" = ""
07/17/2026 - 18:14:40.023 - "tv_password1" = ""
07/17/2026 - 18:14:40.023 - "tv_advertise_watchable" = "false"
07/17/2026 - 18:14:40.023 - "tv_enable_dynamic" = "false"
07/17/2026 - 18:14:40.023 - "tv_enable" = "false"
07/17/2026 - 18:14:40.023 - "tv_enable1" = "false"
07/17/2026 - 18:14:40.023 - "sv_password" = ""
07/17/2026 - 18:14:40.023 - "sv_tags" = ""
07/17/2026 - 18:14:40.023 - "sv_steamgroup" = ""
07/17/2026 - 18:14:40.023 - "sv_cheats" = "false"
07/17/2026 - 18:14:40.023 - "sv_debug_overlays_broadcast" = "false"
07/17/2026 - 18:14:40.023 - "sv_voiceenable" = "true"
